frame,nose_x,nose_y,nose_z,nose_confidence,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_confidence,left_eye_x,left_eye_y,left_eye_z,left_eye_confidence,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_confidence,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_confidence,right_eye_x,right_eye_y,right_eye_z,right_eye_confidence,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_confidence,left_ear_x,left_ear_y,left_ear_z,left_ear_confidence,right_ear_x,right_ear_y,right_ear_z,right_ear_confidence,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_confidence,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_confidence,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_confidence,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_confidence,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_confidence,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_confidence,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_confidence,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_confidence,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_confidence,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_confidence,left_index_x,left_index_y,left_index_z,left_index_confidence,right_index_x,right_index_y,right_index_z,right_index_confidence,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_confidence,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_confidence,left_hip_x,left_hip_y,left_hip_z,left_hip_confidence,right_hip_x,right_hip_y,right_hip_z,right_hip_confidence,left_knee_x,left_knee_y,left_knee_z,left_knee_confidence,right_knee_x,right_knee_y,right_knee_z,right_knee_confidence,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_confidence,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_confidence,left_heel_x,left_heel_y,left_heel_z,left_heel_confidence,right_heel_x,right_heel_y,right_heel_z,right_heel_confidence,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_confidence,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_confidence
1,0.33868178725242615,0.4449540078639984,-0.2830832600593567,0.9998877048492432,0.31529155373573303,0.4385267198085785,-0.33635491132736206,0.9998946189880371,0.31475940346717834,0.4363759160041809,-0.3367752730846405,0.9998656511306763,0.3141550123691559,0.4344208836555481,-0.3366445302963257,0.9999189376831055,0.3136260509490967,0.4392608106136322,-0.27011340856552124,0.9999265670776367,0.31216514110565186,0.43769747018814087,-0.2708130180835724,0.9999315738677979,0.31044095754623413,0.43617597222328186,-0.27111321687698364,0.9999545812606812,0.3176782727241516,0.41630783677101135,-0.47692641615867615,0.9998863935470581,0.31497764587402344,0.41852816939353943,-0.17679136991500854,0.9998418092727661,0.36104294657707214,0.43737274408340454,-0.3195800483226776,0.9997316002845764,0.35962599515914917,0.4384605884552002,-0.23594504594802856,0.9996269941329956,0.44342994689941406,0.41899436712265015,-0.6050722599029541,0.9998804330825806,0.409914493560791,0.4099059998989105,0.05890392139554024,0.9995236396789551,0.479202002286911,0.5156853795051575,-0.6890127658843994,0.9467555284500122,0.4783872067928314,0.48872143030166626,0.13944202661514282,0.018093615770339966,0.48712360858917236,0.6054068207740784,-0.5840359330177307,0.8376719951629639,0.4909185767173767,0.548047661781311,-0.018139125779271126,0.017798254266381264,0.49751344323158264,0.630168080329895,-0.6548779010772705,0.7635208368301392,0.5178772211074829,0.5449073314666748,-0.028331438079476357,0.02222726307809353,0.49075666069984436,0.6353680491447449,-0.6275858879089355,0.7536532878875732,0.5215051770210266,0.5490448474884033,-0.09974445402622223,0.022806929424405098,0.490243136882782,0.6271617412567139,-0.5699741244316101,0.6431236863136292,0.5205816030502319,0.5446686744689941,-0.0543031170964241,0.024824678897857666,0.6774998903274536,0.4070297181606293,-0.19854624569416046,0.999762237071991,0.6342864632606506,0.40747538208961487,0.19839373230934143,0.9997552037239075,0.5745869278907776,0.5400821566581726,-0.15951713919639587,0.8814076781272888,0.5423959493637085,0.5237596035003662,0.18679137527942657,0.08538400381803513,0.6119552254676819,0.669022798538208,-0.07969836890697479,0.9077711701393127,0.574119508266449,0.6510047912597656,0.3470878601074219,0.13187193870544434,0.6459841132164001,0.6935619115829468,-0.08201394230127335,0.9109291434288025,0.5984562039375305,0.6736912727355957,0.36082467436790466,0.22273516654968262,0.5319099426269531,0.7087118625640869,-0.2485702484846115,0.8932605385780334,0.5089273452758789,0.6920098066329956,0.26051828265190125,0.19235777854919434
2,0.3339732885360718,0.4455444812774658,-0.3148246705532074,0.9998574256896973,0.3132774531841278,0.4387087821960449,-0.3670048713684082,0.9998589754104614,0.31323838233947754,0.43645501136779785,-0.36739426851272583,0.9998180270195007,0.3131609857082367,0.43442288041114807,-0.3672701120376587,0.99989253282547,0.31094276905059814,0.4394287168979645,-0.3014417886734009,0.9999023079872131,0.30958855152130127,0.4378393292427063,-0.30212751030921936,0.999908447265625,0.30804961919784546,0.43623700737953186,-0.3024347424507141,0.9999410510063171,0.31769880652427673,0.41601771116256714,-0.49440672993659973,0.9998512864112854,0.31450173258781433,0.4184281826019287,-0.19650785624980927,0.9997914433479309,0.3582989573478699,0.43844109773635864,-0.34567004442214966,0.9996733665466309,0.3559039533138275,0.43965664505958557,-0.2625626027584076,0.9995512962341309,0.44347062706947327,0.41962122917175293,-0.6029377579689026,0.9998646378517151,0.40522024035453796,0.40985506772994995,0.04423918575048447,0.9994977712631226,0.4789797365665436,0.5172978043556213,-0.6409434080123901,0.944286584854126,0.4592802822589874,0.49261555075645447,0.12816184759140015,0.017924213781952858,0.48694533109664917,0.6050985455513,-0.494733601808548,0.836688756942749,0.4771072268486023,0.5812399387359619,-0.03725115582346916,0.018815070390701294,0.4972214102745056,0.6302672624588013,-0.5571495890617371,0.7619417905807495,0.48803141713142395,0.6003469228744507,-0.04727131128311157,0.0236491896212101,0.49039456248283386,0.635344386100769,-0.540688157081604,0.752691388130188,0.48860031366348267,0.6094806790351868,-0.12591083347797394,0.024451976642012596,0.49014395475387573,0.6266204118728638,-0.4845946431159973,0.6421142816543579,0.48837822675704956,0.5981824994087219,-0.07658101618289948,0.02657253108918667,0.6766892075538635,0.40731438994407654,-0.19365668296813965,0.9997511506080627,0.6286197304725647,0.4065721035003662,0.1934116929769516,0.999744176864624,0.5699516534805298,0.5400888919830322,-0.13889868557453156,0.8715900778770447,0.5401938557624817,0.5261434316635132,0.2268136590719223,0.08280331641435623,0.6119341850280762,0.6688841581344604,0.02798457071185112,0.9056053757667542,0.5550940036773682,0.6422518491744995,0.4277486503124237,0.13284900784492493,0.6458740830421448,0.6935697197914124,0.0333368182182312,0.9050825834274292,0.6097737550735474,0.6647957563400269,0.44576144218444824,0.2186356484889984,0.5314920544624329,0.7070996761322021,-0.14131680130958557,0.8900965452194214,0.5047323107719421,0.6866894960403442,0.33623015880584717,0.19276581704616547
3,0.33158358931541443,0.44625306129455566,-0.3206653296947479,0.9998477697372437,0.3122403025627136,0.43905583024024963,-0.3730151355266571,0.9998442530632019,0.3126218020915985,0.4366914629936218,-0.37339159846305847,0.9997962713241577,0.3129400312900543,0.43446940183639526,-0.37327155470848083,0.9998802542686462,0.3095071017742157,0.4397886395454407,-0.3058638870716095,0.9998944997787476,0.3083159625530243,0.43827635049819946,-0.3065469563007355,0.9999014139175415,0.3069404065608978,0.4366321563720703,-0.3068538308143616,0.9999376535415649,0.3180824816226959,0.41599616408348083,-0.5007994771003723,0.9998343586921692,0.31439492106437683,0.41852355003356934,-0.19678501784801483,0.9997802376747131,0.35693326592445374,0.43913593888282776,-0.3520934283733368,0.999656081199646,0.3541768789291382,0.4405626356601715,-0.26696205139160156,0.9995368123054504,0.44348013401031494,0.41978541016578674,-0.6031737923622131,0.9998546838760376,0.40308788418769836,0.411512553691864,0.04368999972939491,0.9995101094245911,0.4787634611129761,0.518061101436615,-0.6480092406272888,0.9437108635902405,0.454592764377594,0.49965327978134155,0.12719909846782684,0.019732529297471046,0.4867764413356781,0.605241060256958,-0.5046166181564331,0.839205801486969,0.47350946068763733,0.5914677977561951,-0.03664134442806244,0.02418796718120575,0.4970509707927704,0.6308514475822449,-0.5676202774047852,0.7655507922172546,0.4825586974620819,0.6140371561050415,-0.0463593527674675,0.0297189112752676,0.49002811312675476,0.6356695890426636,-0.5497542023658752,0.7569442987442017,0.482758104801178,0.6226007342338562,-0.12641677260398865,0.031106052920222282,0.4900372326374054,0.6267604231834412,-0.4940541088581085,0.6482976078987122,0.48338210582733154,0.6114474534988403,-0.0765291228890419,0.033482782542705536,0.6761695146560669,0.4075166583061218,-0.19347988069057465,0.9997406005859375,0.628010094165802,0.40663033723831177,0.19324132800102234,0.9997398853302002,0.5635136365890503,0.5401896238327026,-0.14213256537914276,0.861145555973053,0.5402227640151978,0.5303921103477478,0.2204824835062027,0.07996385544538498,0.6117373108863831,0.6698553562164307,-0.0061707282438874245,0.9040215015411377,0.5571329593658447,0.643285870552063,0.4097454845905304,0.13222920894622803,0.6456177234649658,0.6941981911659241,-0.0048087285831570625,0.9026458263397217,0.6229496598243713,0.6652106046676636,0.42752957344055176,0.21477538347244263,0.5300102829933167,0.7072821855545044,-0.18234197795391083,0.8883541822433472,0.5047998428344727,0.6871969699859619,0.2944009304046631,0.1914527863264084
4,0.33094796538352966,0.4470899701118469,-0.32911399006843567,0.9998307228088379,0.31199344992637634,0.4396723210811615,-0.38251858949661255,0.999823808670044,0.3125433325767517,0.4372825026512146,-0.3828965127468109,0.9997680187225342,0.3129422962665558,0.4347315728664398,-0.3827866315841675,0.9998651742935181,0.3090647757053375,0.4404347538948059,-0.3145127296447754,0.999880313873291,0.30797991156578064,0.4390804171562195,-0.3151836097240448,0.9998874068260193,0.3067303001880646,0.43756794929504395,-0.31548306345939636,0.999929666519165,0.3188706636428833,0.4161182940006256,-0.5140738487243652,0.9998149275779724,0.31453612446784973,0.4189808964729309,-0.20497363805770874,0.9997511506080627,0.35659128427505493,0.4398835599422455,-0.3617507219314575,0.999625563621521,0.3537971079349518,0.44138631224632263,-0.2753738462924957,0.9994955658912659,0.44360682368278503,0.4199608862400055,-0.6163552403450012,0.999845027923584,0.4006650149822235,0.41215580701828003,0.03705060854554176,0.9994988441467285,0.4787582457065582,0.518828809261322,-0.6488333940505981,0.9439588785171509,0.45248645544052124,0.49888700246810913,0.12595875561237335,0.02020278386771679,0.48676490783691406,0.6064172387123108,-0.5222223997116089,0.8427351117134094,0.4711896777153015,0.5900492072105408,-0.03423435240983963,0.02560841664671898,0.4970656633377075,0.6323145031929016,-0.5870611667633057,0.7695856690406799,0.48152956366539,0.6153799891471863,-0.040760211646556854,0.03140420839190483,0.4899763762950897,0.6368986368179321,-0.5674962997436523,0.7615395188331604,0.48114213347435,0.6246341466903687,-0.1245521679520607,0.033026356250047684,0.4900355041027069,0.6280153393745422,-0.5110219120979309,0.6545556783676147,0.4815206229686737,0.6127963662147522,-0.0758415088057518,0.03568766266107559,0.6760290861129761,0.40774035453796387,-0.19356109201908112,0.9997355341911316,0.6270604729652405,0.40663808584213257,0.1933222860097885,0.9997351765632629,0.5624299049377441,0.5402997732162476,-0.14342595636844635,0.8560728430747986,0.5400722026824951,0.5311790704727173,0.2319536656141281,0.078346848487854,0.6112465858459473,0.6698697805404663,0.0015024867607280612,0.9047975540161133,0.5511459708213806,0.6422035098075867,0.41953688859939575,0.13512948155403137,0.6438871622085571,0.6940715312957764,0.004492448642849922,0.9010449647903442,0.6202840209007263,0.6655629873275757,0.4358328878879547,0.21385176479816437,0.5293099880218506,0.7072982788085938,-0.18039382994174957,0.888733983039856,0.5036433339118958,0.687528669834137,0.3133719861507416,0.1940418779850006
5,0.3302626609802246,0.4476546347141266,-0.3357398211956024,0.9998306632041931,0.3113532066345215,0.44007569551467896,-0.38896140456199646,0.9998210072517395,0.3120521008968353,0.43780437111854553,-0.38932716846466064,0.9997628927230835,0.31267744302749634,0.43517690896987915,-0.38921058177948,0.9998622536659241,0.3084479868412018,0.4407389760017395,-0.3210426867008209,0.9998795390129089,0.30752816796302795,0.4394060969352722,-0.3217073976993561,0.999886691570282,0.30645984411239624,0.4378488063812256,-0.32199621200561523,0.999929666519165,0.31917282938957214,0.4167013168334961,-0.5202387571334839,0.999811589717865,0.31500521302223206,0.41924864053726196,-0.21095742285251617,0.9997521638870239,0.3559453785419464,0.4405393600463867,-0.3683231770992279,0.9996283650398254,0.3530420660972595,0.44191351532936096,-0.28191736340522766,0.9995033144950867,0.44360771775245667,0.42004865407943726,-0.6233484148979187,0.9998389482498169,0.4009016156196594,0.4136050343513489,0.03264499455690384,0.9995127320289612,0.4787830412387848,0.5210584998130798,-0.6656461358070374,0.944896936416626,0.4498947262763977,0.5028055906295776,0.12009593844413757,0.023122385144233704,0.48687422275543213,0.6090198755264282,-0.5267536044120789,0.8482998609542847,0.46981924772262573,0.5923011898994446,-0.03797735273838043,0.03257354348897934,0.4970723092556,0.6342200636863708,-0.593294084072113,0.777027428150177,0.4795922636985779,0.6214826107025146,-0.045624736696481705,0.03902485594153404,0.48997962474823,0.638997495174408,-0.5719373226165771,0.7694824934005737,0.4795028269290924,0.6278651356697083,-0.12919248640537262,0.04127637669444084,0.49010327458381653,0.6301359534263611,-0.5114174485206604,0.6652470231056213,0.48057758808135986,0.6180318593978882,-0.07931233942508698,0.04444475844502449,0.67613685131073,0.408132940530777,-0.19363676011562347,0.9997304677963257,0.6271371245384216,0.406666100025177,0.1934046894311905,0.9997348189353943,0.5616093277931213,0.5404039025306702,-0.15724405646324158,0.8568443655967712,0.5400463938713074,0.5318682193756104,0.22675609588623047,0.07959727942943573,0.6109261512756348,0.6698554754257202,-0.012959756888449192,0.9078763723373413,0.5513764023780823,0.6425606608390808,0.4136911928653717,0.14233194291591644,0.6438897252082825,0.6939567923545837,-0.011007115244865417,0.9023275971412659,0.6230928897857666,0.6662159562110901,0.42970237135887146,0.21747194230556488,0.5283022522926331,0.7076627612113953,-0.1919405460357666,0.8917237520217896,0.5036742687225342,0.6877647042274475,0.3102647364139557,0.2009977251291275
6,0.3296143710613251,0.4482157230377197,-0.3332442045211792,0.9998306632041931,0.3105519711971283,0.44052791595458984,-0.38676342368125916,0.9998178482055664,0.3113115131855011,0.438378244638443,-0.38712161779403687,0.9997571706771851,0.3121226131916046,0.4357543885707855,-0.3870072364807129,0.9998592138290405,0.30780452489852905,0.44110196828842163,-0.31904730200767517,0.9998787641525269,0.3070175051689148,0.439727783203125,-0.319710910320282,0.9998859763145447,0.3060988485813141,0.43807554244995117,-0.31999602913856506,0.9999297857284546,0.3192962110042572,0.41751036047935486,-0.519550085067749,0.9998086094856262,0.31539660692214966,0.41943684220314026,-0.21100178360939026,0.9997536540031433,0.3552159368991852,0.44140300154685974,-0.366271436214447,0.999633252620697,0.35232749581336975,0.442615270614624,-0.2801089882850647,0.9995136857032776,0.44358113408088684,0.42089778184890747,-0.6240076422691345,0.9998356699943542,0.40116119384765625,0.4134960174560547,0.034342944622039795,0.9995284080505371,0.4784255921840668,0.524845540523529,-0.6663240790367126,0.9451104998588562,0.4468320608139038,0.5022830963134766,0.118909552693367,0.02533114328980446,0.48689764738082886,0.6116616129875183,-0.52964848279953,0.8519353866577148,0.46878403425216675,0.5917819738388062,-0.04443158581852913,0.038322240114212036,0.49706175923347473,0.6363486051559448,-0.5956733226776123,0.7818889617919922,0.4777340888977051,0.6212765574455261,-0.05370204150676727,0.045450109988451004,0.49003368616104126,0.641456127166748,-0.5759695172309875,0.7748087644577026,0.47917717695236206,0.6276628375053406,-0.13645222783088684,0.04819931834936142,0.4902077913284302,0.6323451399803162,-0.5171082019805908,0.6725601553916931,0.4804435670375824,0.618599534034729,-0.08555373549461365,0.05169783532619476,0.6761027574539185,0.4083424508571625,-0.19473516941070557,0.9997279047966003,0.6269512176513672,0.40662240982055664,0.1944887340068817,0.9997370839118958,0.5611039996147156,0.5407006144523621,-0.16154202818870544,0.8571954965591431,0.5389952063560486,0.5319109559059143,0.22446799278259277,0.08002883195877075,0.6106128096580505,0.6702461838722229,-0.003915696404874325,0.9106629490852356,0.5527806282043457,0.6430153846740723,0.4211001396179199,0.14831867814064026,0.6438990831375122,0.6941334009170532,-0.00017671262321528047,0.9031231999397278,0.6248248815536499,0.6666566729545593,0.43819889426231384,0.21941393613815308,0.5273522138595581,0.7093242406845093,-0.18530653417110443,0.8941630721092224,0.5038157105445862,0.6877947449684143,0.31870487332344055,0.20633935928344727
7,0.328986793756485,0.44891080260276794,-0.331491619348526,0.9998233914375305,0.3097788095474243,0.44120439887046814,-0.3845674693584442,0.9998064637184143,0.3105100393295288,0.43920668959617615,-0.3849283754825592,0.9997397065162659,0.31135615706443787,0.4367485046386719,-0.38481512665748596,0.9998500347137451,0.30713319778442383,0.44176945090293884,-0.31746184825897217,0.9998729825019836,0.3063723146915436,0.4403800964355469,-0.3181295394897461,0.9998804330825806,0.30546581745147705,0.43877238035202026,-0.3184191882610321,0.999927282333374,0.31928345561027527,0.41850852966308594,-0.5168639421463013,0.9997974038124084,0.31539684534072876,0.4199514389038086,-0.21107088029384613,0.9997456669807434,0.3545098304748535,0.4424361288547516,-0.364432692527771,0.9996271133422852,0.351533442735672,0.44364023208618164,-0.27906960248947144,0.9995101094245911,0.44389063119888306,0.42179471254348755,-0.6224653720855713,0.9998298287391663,0.39980053901672363,0.4135446548461914,0.03321245312690735,0.99953693151474,0.47846341133117676,0.5268548130989075,-0.660750150680542,0.9433091878890991,0.4455243945121765,0.5025160312652588,0.11470375210046768,0.025980612263083458,0.4870437681674957,0.6135866045951843,-0.5128304958343506,0.8509836196899414,0.46824145317077637,0.5913958549499512,-0.05258084833621979,0.04060749709606171,0.49704432487487793,0.6376559138298035,-0.5773097276687622,0.7808188199996948,0.47710469365119934,0.6217865943908691,-0.06229883432388306,0.04825788363814354,0.4900226891040802,0.642886221408844,-0.5596138834953308,0.7740430235862732,0.47931453585624695,0.6302039623260498,-0.14520126581192017,0.051275867968797684,0.49033135175704956,0.6340623497962952,-0.5021955966949463,0.672077476978302,0.48102879524230957,0.619835615158081,-0.09376794099807739,0.054967693984508514,0.6753183007240295,0.40834611654281616,-0.19469602406024933,0.9997246265411377,0.6234352588653564,0.40651974081993103,0.19444602727890015,0.9997379183769226,0.5605260729789734,0.541085958480835,-0.1520102471113205,0.8554777503013611,0.5371829271316528,0.531843364238739,0.23473048210144043,0.07864395529031754,0.6099506616592407,0.670240044593811,0.012917310930788517,0.9123605489730835,0.5528451800346375,0.6432588696479797,0.4363953471183777,0.15107139945030212,0.6437421441078186,0.6941006779670715,0.016831891611218452,0.9027345776557922,0.6235240697860718,0.6669312119483948,0.4538944363594055,0.21790096163749695,0.5271843671798706,0.7107824087142944,-0.16916047036647797,0.8955736756324768,0.5027896165847778,0.687857449054718,0.3346307873725891,0.208662211894989
8,0.3284720778465271,0.44972753524780273,-0.33409297466278076,0.9998190999031067,0.30928513407707214,0.4417549967765808,-0.3860993981361389,0.9997993111610413,0.3100840151309967,0.4398152828216553,-0.38645684719085693,0.9997276663780212,0.31105971336364746,0.4374465346336365,-0.38634151220321655,0.9998435378074646,0.3066977262496948,0.4424009323120117,-0.31912386417388916,0.9998700022697449,0.3059988021850586,0.44100409746170044,-0.3197970390319824,0.9998777508735657,0.30516040325164795,0.43948864936828613,-0.3200887143611908,0.9999263286590576,0.31959229707717896,0.41912561655044556,-0.5152432918548584,0.9997895359992981,0.3155936002731323,0.42069095373153687,-0.2102915197610855,0.9997438192367554,0.354089617729187,0.4436659812927246,-0.3658716082572937,0.9996237754821777,0.3508763611316681,0.4451732039451599,-0.28074803948402405,0.9995121955871582,0.44390517473220825,0.42341238260269165,-0.6168224811553955,0.9998210072517395,0.3992407023906708,0.4143121838569641,0.032345015555620193,0.9995462894439697,0.4784873127937317,0.52757728099823,-0.6470282077789307,0.9421030879020691,0.4455355405807495,0.5036576986312866,0.11262203752994537,0.027010317891836166,0.4871315062046051,0.6157014966011047,-0.49669796228408813,0.8505584597587585,0.46845871210098267,0.5941012501716614,-0.054619550704956055,0.04368066415190697,0.49704891443252563,0.6393386125564575,-0.5601997971534729,0.7803270220756531,0.47699764370918274,0.6235978603363037,-0.06458817422389984,0.051836419850587845,0.49001434445381165,0.644572377204895,-0.5433875322341919,0.7737237215042114,0.479550838470459,0.631960391998291,-0.1469046026468277,0.05516969785094261,0.4904307425022125,0.6364190578460693,-0.48673689365386963,0.6723198294639587,0.4815792441368103,0.621532678604126,-0.09545913338661194,0.05904580280184746,0.6752278804779053,0.408690869808197,-0.1934054046869278,0.9997230172157288,0.6228595972061157,0.4065471291542053,0.19314254820346832,0.999740481376648,0.5593324303627014,0.5412379503250122,-0.15126949548721313,0.8564460873603821,0.5338788628578186,0.5316334962844849,0.22973521053791046,0.07850740104913712,0.6093940734863281,0.6703293919563293,0.010560357943177223,0.9147761464118958,0.5529884099960327,0.6434437036514282,0.4252513349056244,0.15572132170200348,0.643675684928894,0.6941426992416382,0.014319473877549171,0.9037225246429443,0.6230807304382324,0.6671591401100159,0.4423319101333618,0.21866033971309662,0.5270750522613525,0.7121638059616089,-0.17127664387226105,0.8980283737182617,0.5028265714645386,0.6879879832267761,0.3240712881088257,0.21357150375843048
9,0.3282780647277832,0.4507358968257904,-0.3332602083683014,0.9998088479042053,0.3089540898799896,0.4426528811454773,-0.3865410387516022,0.9997881650924683,0.3097592890262604,0.4406721591949463,-0.38689985871315,0.9997121691703796,0.3107645809650421,0.4384225010871887,-0.3867952227592468,0.999835729598999,0.3063928186893463,0.44340771436691284,-0.31918010115623474,0.9998626112937927,0.3056926131248474,0.44192153215408325,-0.31985339522361755,0.9998704791069031,0.304874062538147,0.44042664766311646,-0.32014012336730957,0.9999222755432129,0.3196604251861572,0.4201521873474121,-0.5195080637931824,0.9997816681861877,0.3156587481498718,0.4215776324272156,-0.212935209274292,0.9997299909591675,0.35392844676971436,0.44477877020835876,-0.3661516010761261,0.9996151328086853,0.3505290150642395,0.4464847445487976,-0.2806086540222168,0.9995009899139404,0.4446013271808624,0.42639750242233276,-0.6178547143936157,0.9998172521591187,0.3979734778404236,0.41424089670181274,0.03183584287762642,0.9995431303977966,0.47849664092063904,0.529476523399353,-0.6455098986625671,0.9419503211975098,0.4436725676059723,0.4980615973472595,0.112839475274086,0.02668672613799572,0.4870526194572449,0.6169047355651855,-0.4867163896560669,0.8529815077781677,0.4681379199028015,0.5906058549880981,-0.05230771005153656,0.04351320490241051,0.4969722032546997,0.6401125192642212,-0.5498098731040955,0.7832008004188538,0.47669142484664917,0.6153629422187805,-0.06216941773891449,0.05200311541557312,0.48984605073928833,0.6451514959335327,-0.5330718755722046,0.7768648266792297,0.47919854521751404,0.6261863708496094,-0.14263862371444702,0.05538439378142357,0.4903571307659149,0.6369534730911255,-0.47642967104911804,0.6762323975563049,0.48090264201164246,0.6141475439071655,-0.0924253761768341,0.05937961861491203,0.6753816604614258,0.4093826711177826,-0.19345694780349731,0.9997240304946899,0.6216477751731873,0.406554639339447,0.19319503009319305,0.9997410774230957,0.5588712692260742,0.5412381887435913,-0.1514429748058319,0.8600183129310608,0.5246329307556152,0.5305642485618591,0.22710081934928894,0.08053062856197357,0.6085798144340515,0.6703715324401855,0.0278336051851511,0.9187825918197632,0.5490554571151733,0.6432582139968872,0.4470035135746002,0.1639363318681717,0.6430789828300476,0.6941373944282532,0.033931393176317215,0.9053588509559631,0.6179953813552856,0.6671415567398071,0.4674619138240814,0.22089926898479462,0.5270053148269653,0.7136293649673462,-0.15726681053638458,0.9020079374313354,0.5011399388313293,0.6880635023117065,0.34693047404289246,0.22202789783477783
10,0.3280326724052429,0.4514036178588867,-0.2964169383049011,0.999782919883728,0.30847665667533875,0.44338661432266235,-0.352565199136734,0.9997596144676208,0.3092426657676697,0.44135531783103943,-0.3528999984264374,0.9996755123138428,0.3102084696292877,0.4391501545906067,-0.352800577878952,0.9998172521591187,0.3060196042060852,0.44417276978492737,-0.2853160500526428,0.9998407363891602,0.30532222986221313,0.4426143765449524,-0.2859581708908081,0.9998486638069153,0.30452850461006165,0.4410843849182129,-0.28619495034217834,0.9999093413352966,0.3196125626564026,0.4213950037956238,-0.4932345151901245,0.999760091304779,0.3156472444534302,0.4224916994571686,-0.18751314282417297,0.9996792674064636,0.35380831360816956,0.4454203248023987,-0.33118736743927,0.9995782375335693,0.35043615102767944,0.4469703137874603,-0.24584217369556427,0.9994435906410217,0.44454333186149597,0.43038210272789,-0.6058791279792786,0.9998170137405396,0.39800211787223816,0.41407880187034607,0.07549744099378586,0.9995155930519104,0.47818848490715027,0.5351077318191528,-0.6306165456771851,0.9412727952003479,0.4449755847454071,0.4804235100746155,0.19219261407852173,0.025185227394104004,0.48838675022125244,0.6228496432304382,-0.4692782163619995,0.8545659780502319,0.46804067492485046,0.5575610399246216,0.041352055966854095,0.04126526415348053,0.49700725078582764,0.6436508893966675,-0.5357402563095093,0.7846219539642334,0.47547072172164917,0.5686746835708618,0.03288213536143303,0.04978437349200249,0.4899192750453949,0.6478398442268372,-0.5154002904891968,0.7786175608634949,0.4789363145828247,0.5745694041252136,-0.0454418919980526,0.053030479699373245,0.4908491373062134,0.6405750513076782,-0.45699331164360046,0.6773383021354675,0.48091453313827515,0.5701590776443481,0.0025953950826078653,0.056868575513362885,0.6757271885871887,0.4105735719203949,-0.19731958210468292,0.9997135996818542,0.6218922734260559,0.40656477212905884,0.19703979790210724,0.9997267723083496,0.5568293929100037,0.5412376523017883,-0.15205906331539154,0.8561741709709167,0.5175836682319641,0.5296928882598877,0.22426800429821014,0.08044103533029556,0.6085816025733948,0.6699456572532654,0.04504493251442909,0.9199978709220886,0.5476908683776855,0.6421002745628357,0.46962493658065796,0.16650748252868652,0.6429685950279236,0.6931554079055786,0.0537802055478096,0.901547372341156,0.5817674994468689,0.6624546051025391,0.49376916885375977,0.21825431287288666,0.5276548862457275,0.7134953737258911,-0.13913683593273163,0.9021850824356079,0.5012795329093933,0.6868900060653687,0.3733164370059967,0.2235291749238968
